Country,Year,Cause,<1,01-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
Northern Ireland,2001,G31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,G62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,G72.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,I42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,K29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Northern Ireland,2001,K70,0,0,0,0,0,0,1,2,7,8,19,24,15,6,8,3,5,1,0,0
Northern Ireland,2001,K85.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,K86.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Northern Ireland,2001,Q86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,R78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,X45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,X65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,2001,Y15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
